TRANSACTION_DATE,DAY_OF_MONTH,DAY_NAME,MONTH_NAME,MONTH_ID,NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCTS,NUMBER_OF_SHOPS,TIME_BUCKET,DAY_CLASSIFICATION,SUM(TRANSACTION_QTY*UNIT_PRICE),STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,36,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,15,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,34,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,24,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,45,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,37.5,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,12,Lower Manhattan,Bakery,Oatmeal Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,11,1,1,Morning,Weekday,63,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,9.75,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,19.8,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,8.95,Lower Manhattan,Loose Tea,Traditional Blend Chai,Chai tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,24.5,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,8,1,1,Morning,Weekday,21.6,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,26,Hell's Kitchen,Bakery,Ginger Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,14,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,30.8,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,15,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,17,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,22.95,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,26.25,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,17,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,8,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,21,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,17.5,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,15,Hell's Kitchen,Bakery,Almond Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,9,Hell's Kitchen,Bakery,Oatmeal Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,21,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,8,1,1,Morning,Weekday,36.75,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,22.5,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,25,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10,Astoria,Tea,Earl Grey Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,39,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,30,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,17.6,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,18,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,8.95,Hell's Kitchen,Loose Tea,Earl Grey,Black tea
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,25,Astoria,Tea,Peppermint Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,22,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,8.8,Astoria,Coffee,Brazilian Sm,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,27,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,6.5,Astoria,Bakery,Cranberry Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,20,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,18.75,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,9.75,Hell's Kitchen,Bakery,Cranberry Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,9.25,Lower Manhattan,Loose Tea,Serenity Green Tea,Green tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,12,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,18,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,18,Astoria,Tea,Earl Grey Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,12.5,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.25,Astoria,Bakery,Ginger Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,22.5,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,33.75,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,6.4,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,24,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,18,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,26.25,Lower Manhattan,Bakery,Chocolate Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,33.25,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,0.8,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,22.75,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,17.5,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,36,Hell's Kitchen,Coffee beans,Brazilian - Organic,Organic Beans
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,33.75,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,6.2,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,22.5,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,21,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,30,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,6,Astoria,Tea,English Breakfast Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10.5,Astoria,Bakery,Chocolate Chip Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,17.5,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,40.9,Lower Manhattan,Coffee beans,Primo Espresso Roast,Espresso Beans
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,22,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,9,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,12.5,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,4.8,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10.5,Lower Manhattan,Bakery,Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,24,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,12.5,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,18,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,24,Astoria,Tea,Peppermint Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,5.1,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,17.5,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,15,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,15,Astoria,Tea,English Breakfast Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,21,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,9.75,Lower Manhattan,Bakery,Cranberry Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,9.3,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.25,Astoria,Bakery,Hazelnut Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,6,Astoria,Bakery,Oatmeal Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,17.5,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,15.4,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,22.5,Astoria,Coffee,Latte,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,12.5,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,27,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,26.25,Astoria,Coffee,Cappuccino,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,2.45,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Morning,Weekday,29.4,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,7.5,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,20,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,56,Lower Manhattan,Branded,I Need My Bean! T-shirt,Clothing
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,10.95,Hell's Kitchen,Loose Tea,Spicy Eye Opener Chai,Chai tea
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Morning,Weekday,42,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,8.95,Hell's Kitchen,Loose Tea,Traditional Blend Chai,Chai tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,0.8,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,36,Lower Manhattan,Coffee beans,Our Old Time Diner Blend,House blend Beans
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,9,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,21,Hell's Kitchen,Coffee beans,Ethiopia,Gourmet Beans
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,8.5,Astoria,Coffee,Cappuccino Lg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Morning,Weekday,38,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,17.9,Hell's Kitchen,Loose Tea,Lemon Grass,Herbal tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,17.5,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,7,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,15,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.5,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,15,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,21,Lower Manhattan,Coffee beans,Ethiopia,Gourmet Beans
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Morning,Weekday,14,Hell's Kitchen,Bakery,Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,8.95,Hell's Kitchen,Loose Tea,Peppermint,Herbal tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,12,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,15,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,6,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,4.5,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,10,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,6,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,6.4,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,7.5,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,2,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,7,Astoria,Bakery,Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,8,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.5,Astoria,Bakery,Ginger Biscotti,Biscotti
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,15,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,7.5,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,12,Astoria,Coffee,Espresso shot,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,6.2,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Morning,Weekday,18,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,15,Hell's Kitchen,Coffee beans,Columbian Medium Roast,Gourmet Beans
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,6,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Morning,Weekday,12.4,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.75,Astoria,Bakery,Jumbo Savory Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,3.75,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Morning,Weekday,4.5,Astoria,Bakery,Scottish Cream Scone ,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,16,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,7.5,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,9,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,18.6,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,6,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,9.3,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,18,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,17,Astoria,Coffee,Latte Rg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,22.5,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,4.75,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,17.5,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,9,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,7.5,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,10.2,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Afternoon,Weekday,14,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,22.95,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,6,1,1,Afternoon,Weekday,17.6,Astoria,Coffee,Brazilian Sm,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,7.5,Hell's Kitchen,Bakery,Almond Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,13.2,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,12,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,17.5,Astoria,Bakery,Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,12.75,Astoria,Coffee,Cappuccino Lg,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,15,Astoria,Tea,Peppermint Rg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,2.45,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,6,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,9.3,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,7,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,5,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,8.8,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,14.25,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,6,Astoria,Bakery,Oatmeal Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,10,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,11.25,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
6/25/2023,25,Sun,Jun,23Y06,7,1,1,Afternoon,Weekday,49.5,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,18,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,2,1,1,Afternoon,Weekday,7.5,Lower Manhattan,Bakery,Chocolate Croissant,Pastry
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,10.5,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,19.8,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,6,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,21,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
6/25/2023,25,Sun,Jun,23Y06,4,1,1,Afternoon,Weekday,10,Astoria,Tea,English Breakfast Rg,Brewed Black tea
6/25/2023,25,Sun,Jun,23Y06,3,1,1,Afternoon,Weekday,11.25,Astoria,Bakery,Jumbo Savory Scone,Scone
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,15.4,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
6/25/2023,25,Sun,Jun,23Y06,5,1,1,Afternoon,Weekday,25,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee
6/25/2023,25,Sun,Jun,23Y06,1,1,1,Afternoon,Weekday,7.6,Lower Manhattan,Packaged Chocolate,Sustainably Grown Organic,Organic Chocolate
